,Opponent,Route,Pokémon,Level,Attack 1,Attack 2,Attack 3,Attack 4,IVS,EVS,Nature
291,Beauty Bridget,Celadon City,Oddish,21.0,Sweet Scent,PoisonPowder,Stun Spore,Sleep Powder,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
292,Beauty Bridget,,Bellsprout,21.0,Wrap,Sleep Powder,PoisonPowder,Stun Spore,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
293,Beauty Bridget,,Oddish,21.0,Sweet Scent,PoisonPowder,Stun Spore,Sleep Powder,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
294,Beauty Bridget,,Bellsprout,21.0,Wrap,Sleep Powder,PoisonPowder,Stun Spore,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
295,Cooltrainer Mary,Celadon City,Bellsprout,22.0,Wrap,Stun Spore,PoisonPowder,Growth,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
296,Cooltrainer Mary,,Oddish,22.0,PoisonPowder,Stun Spore,Absorb,Sweet Scent,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
297,Cooltrainer Mary,,Weepinbell,22.0,Vine Whip,Stun Spore,PoisonPowder,Growth,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
298,Cooltrainer Mary,,Gloom,22.0,Absorb,Stun Spore,PoisonPowder,Sweet Scent,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
299,Cooltrainer Mary,,Ivysaur,22.0,Razor Leaf,Sleep Powder,Vine Whip,Leech Seed,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
300,Lass Lisa,Celadon City,Oddish,23.0,PoisonPowder,Stun Spore,Sleep Powder,Acid,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
301,Lass Lisa,,Gloom,23.0,Sweet Scent,PoisonPowder,Stun Spore,Sleep Powder,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
302,Picknicker Tina,Celadon City,Bulbasaur,24.0,Vine Whip,PoisonPowder,Sleep Powder,Razor Leaf,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
303,Picknicker Tina,,Ivysaur,24.0,Vine Whip,PoisonPowder,Sleep Powder,Razor Leaf,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
304,Beauty Lori,Celadon City,Exeggcute,24.0,Hypnosis,Reflect,Leech Seed,Confusion,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
305,Beauty Tamia,Celadon City,Bellsprout,24.0,Sleep Powder,PoisonPowder,Stun Spore,Acid,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
306,Beauty Tamia,,Bellsprout,24.0,Sleep Powder,PoisonPowder,Stun Spore,Acid,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
307,Leader Erika,Celadon City,Victreebel,29.0,Stun Spore,Acid,PoisonPowder,Giga Drain,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
308,Leader Erika,,Tangela,24.0,PoisonPowder,Constrict,Ingrain,Giga Drain,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
309,Leader Erika,,Vileplume,29.0,Sleep Powder,Acid,Stun Spore,Giga Drain,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
310,Team Rocket Grunt 7,Celadon City,Raticate,20.0,Tail Whip,Quick Attack,Hyper Fang,Scary Face,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
311,Team Rocket Grunt 7,,Zubat,20.0,Leech Life,Astonish,Supersonic,Bite,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
312,Team Rocket Grunt 8,Rocket Hideout,Raticate,21.0,Tail Whip,Quick Attack,Hyper Fang,Scary Face,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
313,Team Rocket Grunt 8,,Raticate,21.0,Tail Whip,Quick Attack,Hyper Fang,Scary Face,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
314,Team Rocket Grunt 9,Rocket Hideout,Drowzee,21.0,Disable,Confusion,Headbutt,Poison Gas,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
315,Team Rocket Grunt 9,,Machop,21.0,Leer,Focus Energy,Karate Chop,Seismic Toss,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
316,Team Rocket Grunt 10,Rocket Hideout,Rattata,19.0,Tackle,Tail Whip,Quick Attack,Hyper Fang,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
317,Team Rocket Grunt 10,,Raticate,19.0,Tackle,Tail Whip,Quick Attack,Hyper Fang,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
318,Team Rocket Grunt 10,,Raticate,19.0,Tackle,Tail Whip,Quick Attack,Hyper Fang,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
319,Team Rocket Grunt 10,,Rattata,19.0,Tackle,Tail Whip,Quick Attack,Hyper Fang,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
320,Team Rocket Grunt 11,Rocket Hideout,Grimer,20.0,Minimize,Sludge,Disable,Harden,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
321,Team Rocket Grunt 11,,Koffing,20.0,Smog,Tackle,Poison Gas,,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
322,Team Rocket Grunt 11,,Koffing,20.0,Smog,Tackle,Poison Gas,,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
323,Team Rocket Grunt 12,Rocket Hideout,Grimer,22.0,Minimize,Sludge,Disable,Harden,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
324,Team Rocket Grunt 12,,Koffing,22.0,Sludge,Smog,Tackle,Poison Gas,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
325,Team Rocket Grunt 13,Rocket Hideout,Zubat,17.0,Bite,Astonish,Supersonic,Leech Life,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
326,Team Rocket Grunt 13,,Koffing,17.0,Smog,Tackle,Poison Gas,,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
327,Team Rocket Grunt 13,,Grimer,17.0,Sludge,Disable,Harden,Pound,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
328,Team Rocket Grunt 13,,Zubat,17.0,Bite,Astonish,Supersonic,Leech Life,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
329,Team Rocket Grunt 13,,Raticate,17.0,Hyper Fang,Quick Attack,Tail Whip,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
330,Team Rocket Grunt 14,Rocket Hideout,Machop,21.0,Leer,Focus Energy,Karate Chop,Seismic Toss,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
331,Team Rocket Grunt 14,,Machop,21.0,Leer,Focus Energy,Karate Chop,Seismic Toss,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
332,Team Rocket Grunt 15,Rocket Hideout,Rattata,20.0,Tail Whip,Quick Attack,Hyper Fang,Focus Energy,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
333,Team Rocket Grunt 15,,Raticate,20.0,Tail Whip,Quick Attack,Hyper Fang,Focus Energy,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
334,Team Rocket Grunt 15,,Drowzee,20.0,Hypnosis,Disable,Confusion,Headbutt,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
335,Team Rocket Grunt 16,Rocket Hideout,Koffing,21.0,Tackle,Smog,Selfdestruct,Sludge,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
336,Team Rocket Grunt 16,,Zubat,21.0,Astonish,Supersonic,Bite,Wing Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
337,Team Rocket Grunt 17,Rocket Hideout,Sandshrew,23.0,Defense Curl,Sand-Attack,Poison Sting,Slash,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
338,Team Rocket Grunt 17,,Ekans,23.0,Leer,Poison Sting,Bite,Glare,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
339,Team Rocket Grunt 17,,Sandslash,23.0,Scratch,Defense Curl,Sand-Attack,Poison Sting,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
340,Team Rocket Grunt 18,Rocket Hideout,Ekans,23.0,Leer,Poison Sting,Bite,Glare,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
341,Team Rocket Grunt 18,,Sandshrew,23.0,Defense Curl,Sand-Attack,Poison Sting,Slash,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
342,Team Rocket Grunt 18,,Arbok,23.0,Leer,Poisont Sting,Bite,Glare,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
343,Giovanni 1,Rocket Hideout,Onix,25.0,Bind,Rock Throw,Harden,Rage,"{'hp': 30, 'atk': 30, 'def': 30, 'spa': 30, 'spd': 30, 'spe': 30}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
344,Giovanni 1,,Rhyhorn,24.0,Tail Whip,Stomp,Fury Attack,Scary Face,"{'hp': 30, 'atk': 30, 'def': 30, 'spa': 30, 'spd': 30, 'spe': 30}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
345,Giovanni 1,,Kangaskhan,29.0,Bite,Tail Whip,Fake Out,Mega Punch,"{'hp': 30, 'atk': 30, 'def': 30, 'spa': 30, 'spd': 30, 'spe': 30}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
346,Tower Rival(Charmander),Pokemon Tower,Pidgeotto,25.0,Sand-Attack,Gust,Quick Attack,Whirlwind,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
347,Tower Rival(Charmander),,Kadabra,20.0,Teleport,Kinesis,Confusion,Disable,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
348,Tower Rival(Charmander),,Growlithe,22.0,Roar,Ember,Leer,Odor Sleuth,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
349,Tower Rival(Charmander),,Gyarados,23.0,Thrash,Bite,,,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
350,Tower Rival(Charmander),,Ivysaur,25.0,Vine Whip,PoisonPowder,Sleep Powder,Razor Leaf,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
351,Channeler Hope,Pokemon Tower,Gastly,23.0,Spite,Curse,Night Shade,Confuse Ray,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
352,Channeler Patricia,Pokemon Tower,Gastly,22.0,Spite,Curse,Night Shade,Confuse Ray,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
353,Channeler Carly,Pokemon Tower,Gastly,24.0,Spite,Curse,Night Shade,Confuse Ray,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
354,Channeler Laurel,Pokemon Tower,Gastly,23.0,Spite,Curse,Night Shade,Confuse Ray,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
355,Channeler Laurel,,Gastly,23.0,Spite,Curse,Night Shade,Confuse Ray,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
356,Channeler Jody,Pokemon Tower,Gastly,22.0,Spite,Curse,Night Shade,Confuse Ray,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
357,Channeler Paula,Pokemon Tower,Gastly,24.0,Spite,Curse,Night Shade,Confuse Ray,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
358,Channeler Ruth,Pokemon Tower,Gastly,22.0,Spite,Curse,Night Shade,Confuse Ray,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
359,Channeler Tammy,Pokemon Tower,Haunter,23.0,Spite,Curse,Night Shade,Confuse Ray,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
360,Channeler Karina,Pokemon Tower,Gastly,24.0,Spite,Curse,Night Shade,Confuse Ray,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
361,Channeler Janae,Pokemon Tower,Gastly,22.0,Spite,Curse,Night Shade,Confuse Ray,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
362,Channeler Angelica,Pokemon Tower,Gastly,22.0,Spite,Curse,Night Shade,Confuse Ray,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
363,Channeler Angelica,,Gastly,22.0,Spite,Curse,Night Shade,Confuse Ray,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
364,Channeler Angelica,,Gastly,22.0,Spite,Curse,Night Shade,Confuse Ray,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
365,Channeler Jennifer,Pokemon Tower,Gastly,24.0,Spite,Curse,Night Shade,Confuse Ray,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
366,Channeler Emilia,Pokemon Tower,Gastly,24.0,Spite,Curse,Night Shade,Confuse Ray,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
367,Team Rocket Grunt 19,Pokemon Tower,Zubat,25.0,Astonish,Supersonic,Bite,Wing Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
368,Team Rocket Grunt 19,,Zubat,25.0,Astonish,Supersonic,Bite,Wing Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
369,Team Rocket Grunt 19,,Golbat,25.0,Astonish,Supersonic,Bite,Wing Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
370,Team Rocket Grunt 20,Pokemon Tower,Koffing,26.0,Smog,Selfdestruct,Sludge,SmokeScreen,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
371,Team Rocket Grunt 20,,Drowzee,26.0,Disable,Confusion,Headbutt,Poison Gas,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
372,Team Rocket Grunt 21,Pokemon Tower,Zubat,23.0,Astonish,Supersonic,Bite,Wing Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
373,Team Rocket Grunt 21,,Rattata,23.0,Tail Whip,Quick Attack,Hyper Fang,Focus Energy,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
374,Team Rocket Grunt 21,,Raticate,23.0,Tail Whip,Quick Attack,Hyper Fang,Scary Face,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
375,Team Rocket Grunt 21,,Zubat,23.0,Astonish,Supersonic,Bite,Wing Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
376,Young Couple Lea & Jed,Route 16,Rapidash,29.0,Tail Whip,Ember,Stomp,Fire Spin,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
377,Young Couple Lea & Jed,,Ninetales,29.0,Ember,Quick Attack,Confuse Ray,Safeguard,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
378,Biker Lao,Route 16,Grimer,29.0,Screech,Minimize,Sludge,Disable,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
379,Biker Lao,,Koffing,29.0,SmokeScreen,Sludge,Smog,Tackle,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
380,Cue Ball Koji,Route 16,Machop,28.0,Karate Chop,Seismic Toss,Foresight,Revenge,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
381,Cue Ball Koji,,Mankey,28.0,Karate Chop,Fury Swipes,Focus Energy,Seismic Toss,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
